"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos"
83511176;"27/10/16";"Quinta";"15:10:00";"MG";50;"177";"UBERABA";"Outras";"Colisão com objeto fixo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Urbano";1;0;0;1;0;0;1;1
83511177;"24/10/16";"Segunda";"05:35:00";"RJ";101;"300";"SAO GONCALO";"Outras";"Colisão traseira";"Sem Vítimas";"Amanhecer";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83511178;"27/10/16";"Quinta";"23:10:00";"MG";459;"86,2";"CONGONHAL";"Outras";"Colisão com bicicleta";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";4;1;1;0;2;0;1;3
83511179;"28/10/16";"Sexta";"05:20:00";"PR";376;"666";"GUARATUBA";"Defeito mecânico em veículo";"Tombamento";"Sem Vítimas";"Plena noite";"Crescente";"Ceu Claro";"Dupla";"Curva";"Rural";1;0;0;0;1;0;0;1
83511180;"27/10/16";"Quinta";"22:15:00";"SP";116;"284";"EMBU";"Outras";"Atropelamento de pessoa";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;1;1;0;1;1
83511181;"28/10/16";"Sexta";"05:45:00";"PR";153;"331,1";"IRATI";"Ingestão de álcool";"Colisão com objeto fixo";"Sem Vítimas";"Amanhecer";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;0;1;0;0;1
83511182;"27/10/16";"Quinta";"18:50:00";"RN";226;"113,7";"SANTA CRUZ";"Outras";"Colisão frontal";"Com Vítimas Fatais";"Plena noite";"Crescente";"Ceu Claro";"Simples";"Curva";"Rural";6;1;0;5;0;0;5;2
83511183;"21/10/16";"Sexta";"12:50:00";"RS";392;"118";"CANGUCU";"Velocidade incompatível";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Cruzamento";"Urbano";1;0;0;0;1;0;0;1
83511184;"22/10/16";"Sábado";"20:30:00";"SC";101;"120";"ITAJAI";"Defeito na via";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;1;0;0;0;1;1
83511185;"23/10/16";"Domingo";"20:15:00";"MG";381;"356";"JOAO MONLEVADE";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511186;"27/10/16";"Quinta";"17:15:00";"TO";153;"433,9";"MIRACEMA DO TOCANTINS";"Velocidade incompatível";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Rural";3;1;0;1;1;0;1;2
83511187;"23/10/16";"Domingo";"19:50:00";"RS";448;"0";"SAPUCAIA DO SUL";"Ingestão de álcool";"Saída de Pista";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";4;0;4;0;0;0;4;1
83511188;"28/10/16";"Sexta";"03:10:00";"SP";116;"444";"REGISTRO";"Falta de atenção";"Colisão traseira";"Sem Vítimas";"Amanhecer";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83511189;"28/10/16";"Sexta";"01:50:00";"SP";116;"42";"CACHOEIRA PAULISTA";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Dupla";"Reta";"Rural";3;0;1;0;2;0;1;2
83511190;"27/10/16";"Quinta";"21:35:00";"RJ";116;"96";"GUAPIMIRIM";"Velocidade incompatível";"Capotamento";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Chuva";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83511191;"28/10/16";"Sexta";"07:05:00";"RS";116;"523";"PELOTAS";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511192;"24/10/16";"Segunda";"19:55:00";"MG";381;"786,4";"SAO GONCALO DO SAPUCAI";"Velocidade incompatível";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Decrescente";"Chuva";"Dupla";"Curva";"Rural";1;0;0;0;1;0;0;1
83511193;"28/10/16";"Sexta";"04:00:00";"BA";101;"920";"NOVA VICOSA";"Animais na Pista";"Atropelamento de animal";"Sem Vítimas";"Plena noite";"Crescente";"Nublado";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83511194;"25/10/16";"Terça";"07:30:00";"MG";267;"277,8";"AIURUOCA";"Velocidade incompatível";"Saída de Pista";"Sem Vítimas";"Amanhecer";"Crescente";"Chuva";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83511195;"20/10/16";"Quinta";"17:00:00";"SC";101;"109";"PENHA";"Defeito mecânico em veículo";"Colisão com objeto móvel";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Urbano";4;0;0;0;4;0;0;4
83511196;"28/10/16";"Sexta";"08:00:00";"RJ";465;"20";"NOVA IGUACU";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Urbano";3;0;1;0;2;0;1;2
83511197;"25/10/16";"Terça";"05:45:00";"AL";316;"243";"ATALAIA";"Dormindo";"Capotamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83511198;"25/10/16";"Terça";"04:30:00";"TO";153;"218,1";"NOVA OLINDA";"Defeito mecânico em veículo";"Incêndio";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83511199;"25/10/16";"Terça";"02:17:00";"SP";116;"112,7";"TAUBATE";"Defeito mecânico em veículo";"Colisão com objeto fixo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";1;0;1;0;0;0;1;1
83511200;"24/10/16";"Segunda";"16:40:00";"MG";381;"946,5";"EXTREMA";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Rural";2;0;0;1;1;0;1;1
83511201;"25/10/16";"Terça";"07:30:00";"SP";116;"221";"GUARULHOS";"Não guardar distância de segurança";"Colisão com objeto móvel";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Múltipla";"Reta";"Urbano";1;0;1;0;0;0;1;1
83511202;"28/10/16";"Sexta";"06:50:00";"MG";262;"384";"MATEUS LEME";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83511203;"24/10/16";"Segunda";"17:39:00";"ES";101;"320";"GUARAPARI";"Falta de atenção";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83511204;"24/10/16";"Segunda";"15:40:00";"ES";101;"385,9";"RIO NOVO DO SUL";"Velocidade incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Rural";2;0;1;1;0;0;2;1
83511205;"28/10/16";"Sexta";"08:30:00";"MG";354;"745";"POUSO ALTO";"Falta de atenção";"Colisão Transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Cruzamento";"Urbano";2;0;0;0;2;0;0;2
83511206;"25/10/16";"Terça";"06:00:00";"PR";163;"168";"LINDOESTE";"Outras";"Colisão com objeto fixo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Chuva";"Simples";"Curva";"Rural";2;0;1;0;1;0;1;1
83511207;"25/10/16";"Terça";"07:30:00";"RS";116;"351";"BARRA DO RIBEIRO";"Outras";"Atropelamento de pessoa";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Rural";2;0;1;0;1;0;1;1
83511208;"28/10/16";"Sexta";"07:15:00";"PR";116;"115";"CURITIBA";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511209;"24/10/16";"Segunda";"16:29:00";"PR";376;"312";"ORTIGUEIRA";"Velocidade incompatível";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Rural";2;0;0;0;2;0;0;2
83511210;"28/10/16";"Sexta";"08:00:00";"MG";50;"176";"UBERABA";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;1;0;0;1;1
83511211;"28/10/16";"Sexta";"08:50:00";"RJ";101;"196";"CASIMIRO DE ABREU";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83511212;"28/10/16";"Sexta";"09:00:00";"RS";448;"20";"CANOAS";"Outras";"Colisão com objeto fixo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511213;"28/10/16";"Sexta";"04:15:00";"MG";381;"516,9";"IGARAPE";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Rural";2;0;1;0;1;0;1;2
83511214;"24/10/16";"Segunda";"14:10:00";"MG";354;"745,5";"POUSO ALTO";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Cruzamento";"Urbano";3;0;1;0;2;0;1;2
83511215;"25/10/16";"Terça";"00:30:00";"RJ";116;"247";"PIRAI";"Outras";"Colisão lateral";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;0;1;1;0;2
83511216;"23/10/16";"Domingo";"03:50:00";"PR";277;"75,3";"SAO JOSE DOS PINHAIS";"Ingestão de álcool";"Colisão traseira";"Sem Vítimas";"Plena noite";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83511217;"28/10/16";"Sexta";"07:45:00";"PR";277;"81";"CURITIBA";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;1;0;0;1;1
83511218;"25/10/16";"Terça";"12:10:00";"MG";116;"702,9";"MURIAE";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Urbano";2;0;0;0;2;0;0;2
83511219;"21/05/16";"Sábado";"19:00:00";"MG";365;"168";"BURITIZEIRO";"Animais na Pista";"Atropelamento de animal";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;1;0;0;1;1
83511220;"28/10/16";"Sexta";"06:35:00";"PB";230;"14";"CABEDELO";"Desobediência à sinalização";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Urbano";2;0;2;0;0;0;2;2
83511221;"25/10/16";"Terça";"08:30:00";"RJ";116;"142";"DUQUE DE CAXIAS";"Falta de atenção";"Colisão Transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;0;1;1;0;2
83511222;"28/10/16";"Sexta";"06:00:00";"CE";20;"218";"BOA VIAGEM";"Defeito mecânico em veículo";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83511223;"28/10/16";"Sexta";"08:10:00";"GO";153;"510";"APARECIDA DE GOIANIA";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Curva";"Urbano";3;0;1;0;2;0;1;2
83511224;"25/10/16";"Terça";"06:36:00";"SP";116;"116,6";"TAUBATE";"Ultrapassagem indevida";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Rural";3;0;0;0;3;0;0;3
83511225;"28/10/16";"Sexta";"10:30:00";"RS";116;"146";"CAXIAS DO SUL";"Defeito mecânico em veículo";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Urbano";1;0;0;0;1;0;0;1
83511226;"28/10/16";"Sexta";"09:50:00";"CE";222;"312";"TIANGUA";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";2;0;1;0;0;1;1;2
83511227;"28/10/16";"Sexta";"06:00:00";"MS";419;"318";"NIOAQUE";"Animais na Pista";"Atropelamento de animal";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;2;0;0;0;2;1
83511228;"23/10/16";"Domingo";"20:30:00";"GO";80;"52";"PADRE BERNARDO";"Outras";"Colisão frontal";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";5;0;5;0;0;0;5;2
83511229;"28/10/16";"Sexta";"07:30:00";"SC";470;"15,6";"NAVEGANTES";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Curva";"Rural";2;0;1;0;1;0;1;2
83511230;"20/10/16";"Quinta";"19:00:00";"MS";163;"499,5";"CAMPO GRANDE";"Outras";"Capotamento";"Com Vítimas Feridas";"Plena noite";"Crescente";"Chuva";"Simples";"Reta";"Rural";2;0;0;2;0;0;2;1
83511231;"28/10/16";"Sexta";"09:54:00";"PR";153;"17,9";"JACAREZINHO";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";3;0;2;1;0;0;3;2
83511232;"27/10/16";"Quinta";"16:20:00";"GO";40;"13";"VALPARAISO DE GOIAS";"Outras";"Colisão com objeto fixo";"Ignorado";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;0;0;1;0;1
83511233;"26/10/16";"Quarta";"18:30:00";"RR";174;"615";"AMAJARI";"Não guardar distância de segurança";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";3;0;0;1;2;0;1;2
83511234;"25/10/16";"Terça";"21:20:00";"SE";101;"50";"JAPARATUBA";"Outras";"Colisão com objeto fixo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83511235;"28/10/16";"Sexta";"10:30:00";"PR";376;"660,5";"TIJUCAS DO SUL";"Não guardar distância de segurança";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Curva";"Rural";1;0;0;0;1;0;0;1
83511236;"27/10/16";"Quinta";"20:20:00";"PA";316;"2";"BELEM";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";7;0;1;0;6;0;1;5
83511237;"28/10/16";"Sexta";"07:55:00";"AP";210;"0,5";"MACAPA";"Falta de atenção";"Colisão com bicicleta";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";3;0;1;1;1;0;2;2
83511238;"28/10/16";"Sexta";"11:50:00";"RS";116;"241";"NOVO HAMBURGO";"Outras";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511239;"28/10/16";"Sexta";"08:40:00";"GO";60;"7";"APARECIDA DE GOIANIA";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511240;"16/10/16";"Domingo";"20:00:00";"SC";282;"16";"PALHOCA";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Plena noite";"Decrescente";"Chuva";"Simples";"Reta";"Urbano";3;0;0;0;2;1;0;3
83511241;"28/10/16";"Sexta";"01:50:00";"SP";116;"414";"JUQUIA";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Dupla";"Reta";"Urbano";2;0;0;1;1;0;1;2
83511242;"28/10/16";"Sexta";"12:40:00";"RS";290;"104,2";"ELDORADO DO SUL";"Falta de atenção";"Atropelamento de pessoa";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Rural";2;0;0;2;0;0;2;1
83511243;"28/10/16";"Sexta";"05:00:00";"PR";476;"195";"LAPA";"Defeito mecânico em veículo";"Colisão traseira";"Com Vítimas Fatais";"Plena noite";"Decrescente";"Nublado";"Simples";"Reta";"Rural";2;1;1;0;0;0;1;2
83511244;"21/10/16";"Sexta";"05:10:00";"MG";262;"360";"BETIM";"Dormindo";"Saída de Pista";"Sem Vítimas";"Amanhecer";"Crescente";"Ceu Claro";"Dupla";"Curva";"Urbano";2;0;0;0;2;0;0;1
83511245;"25/10/16";"Terça";"07:27:00";"ES";393;"1";"CACHOEIRO DE ITAPEMIRIM";"Velocidade incompatível";"Colisão com objeto fixo";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;1;0;0;0;1;1
83511246;"28/10/16";"Sexta";"09:10:00";"MG";267;"41,7";"MARIPA DE MINAS";"Defeito mecânico em veículo";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Rural";2;0;2;0;0;0;2;2
83511247;"28/10/16";"Sexta";"11:00:00";"MG";365;"624";"UBERLANDIA";"Dormindo";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;0;0;1;0;0;1
83511248;"27/09/16";"Terça";"08:20:00";"AL";101;"78";"RIO LARGO";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";2;0;0;0;2;0;0;2
83511249;"28/10/16";"Sexta";"10:20:00";"PE";101;"77";"RECIFE";"Defeito mecânico em veículo";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Urbano";3;0;0;0;3;0;0;3
83511250;"28/10/16";"Sexta";"11:00:00";"MS";267;"153";"NOVA ANDRADINA";"Dormindo";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83511251;"28/10/16";"Sexta";"03:50:00";"SP";116;"442";"REGISTRO";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;0;1;0;0;1
83511252;"28/10/16";"Sexta";"07:00:00";"CE";222;"3,3";"FORTALEZA";"Falta de atenção";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Reta";"Urbano";2;0;0;0;1;1;0;2
83511253;"28/10/16";"Sexta";"07:15:00";"BA";242;"900";"LUIS EDUARDO MAGALHAES";"Falta de atenção";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83511254;"24/10/16";"Segunda";"23:20:00";"SC";101;"215,6";"PALHOCA";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Chuva";"Dupla";"Cruzamento";"Urbano";1;0;1;0;0;0;1;1
83511255;"28/10/16";"Sexta";"07:50:00";"SP";116;"218,3";"GUARULHOS";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511256;"28/10/16";"Sexta";"09:07:00";"PR";116;"106";"SAO JOSE DOS PINHAIS";"Outras";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83511257;"26/10/16";"Quarta";"17:10:00";"ES";101;"64";"SAO MATEUS";"Outras";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Curva";"Rural";5;2;1;0;2;0;1;4
83511258;"01/10/16";"Sábado";"13:30:00";"MG";381;"684";"RIBEIRAO VERMELHO";"Velocidade incompatível";"Colisão com objeto fixo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Chuva";"Dupla";"Curva";"Rural";1;0;1;0;0;0;1;1
83511260;"28/10/16";"Sexta";"13:30:00";"SE";235;"50,4";"ITABAIANA";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;0;0;1;0;0;1
83511261;"26/10/16";"Quarta";"19:00:00";"TO";230;"9";"AGUIARNOPOLIS";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;0;1;0;0;1;1
83511262;"25/10/16";"Terça";"05:45:00";"SP";116;"224";"GUARULHOS";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ceu Claro";"Múltipla";"Reta";"Urbano";4;0;2;0;1;1;2;3
83511263;"28/10/16";"Sexta";"12:15:00";"RJ";101;"449";"ANGRA DOS REIS";"Velocidade incompatível";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83511264;"27/10/16";"Quinta";"06:00:00";"AL";104;"83,9";"RIO LARGO";"Outras";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Rural";4;0;1;1;2;0;2;2
83511265;"28/10/16";"Sexta";"11:35:00";"MS";163;"477";"CAMPO GRANDE";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Urbano";3;0;2;0;1;0;2;2
83511266;"28/10/16";"Sexta";"08:20:00";"RJ";40;"84";"PETROPOLIS";"Defeito mecânico em veículo";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Urbano";1;0;1;0;0;0;1;1
83511267;"28/10/16";"Sexta";"13:45:00";"SC";101;"204,7";"SAO JOSE";"Falta de atenção";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Urbano";5;0;0;0;5;0;0;5
83511268;"26/10/16";"Quarta";"18:45:00";"MG";135;"543";"AUGUSTO DE LIMA";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";3;0;0;0;2;1;0;3
83511269;"28/10/16";"Sexta";"13:30:00";"SC";101;"206";"SAO JOSE";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Reta";"Urbano";2;0;1;0;0;1;1;2
83511270;"22/10/16";"Sábado";"23:50:00";"BA";324;"604";"SIMOES FILHO";"Falta de atenção";"Atropelamento de pessoa";"Com Vítimas Fatais";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;1;0;0;0;1;0;1
83511271;"21/10/16";"Sexta";"18:00:00";"GO";60;"37,8";"ALEXANIA";"Outras";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83511272;"28/10/16";"Sexta";"12:00:00";"MG";146;"510,1";"POCOS DE CALDAS";"Defeito mecânico em veículo";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Rural";3;0;0;2;1;0;2;1
83511273;"28/10/16";"Sexta";"13:15:00";"GO";60;"99,7";"ANAPOLIS";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83511274;"28/10/16";"Sexta";"15:00:00";"RS";472;"481";"ITAQUI";"Falta de atenção";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83511275;"28/10/16";"Sexta";"10:40:00";"MG";116;"773";"LEOPOLDINA";"Falta de atenção";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83511276;"28/10/16";"Sexta";"14:05:00";"CE";116;"61,8";"CHOROZINHO";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83511277;"28/10/16";"Sexta";"15:30:00";"RJ";116;"232";"PIRAI";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83511278;"28/10/16";"Sexta";"11:10:00";"MG";50;"34";"ARAGUARI";"Dormindo";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Rural";2;0;2;0;0;0;2;1
83511279;"28/10/16";"Sexta";"15:00:00";"MG";262;"838";"UBERABA";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Cruzamento";"Rural";4;0;0;1;2;1;1;3
83511280;"28/10/16";"Sexta";"15:20:00";"PR";369;"155";"LONDRINA";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Cruzamento";"Urbano";3;0;0;1;2;0;1;3
83511281;"28/10/16";"Sexta";"14:30:00";"SP";116;"44,9";"CANAS";"Outras";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83511282;"24/10/16";"Segunda";"14:30:00";"SP";116;"503,1";"BARRA DO TURVO";"Velocidade incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Rural";1;0;0;1;0;0;1;1
